review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
7786,4,"excellent central hotel n't recognise service amenity problems poster, bags collected car taken room whilst returned car hire company, check cheerful professional welcoming, bags room arrival.our room 2922 emerald suite 29th floor, appointed stunning views 3 huge windows sides room space needle soun",positive,positive,not_mentioned,not_mentioned,neutral,0.9,1.0,0.0,0.0,0.7,suite large comfortable bathroom exceptional huge deep tub shower huge sink mirrors,"bags collected car taken room whilst returned car hire company, check cheerful professional welcoming, bags room arrival, staff apologetic morning",,,"the problem false alarm 2nd sept n't communicated staff apologetic morning, know walk 29 flights stairs problems"
17807,4,"just dreams just dreams punta cana, fifth stay all-inclusive, previously playa del carmen mexicao area wanted try new, dreams line 4 star resorts stayed exceptions, food specialty restaurants did not require reservations actually good, tried different things, print use ordering, tell good, particula",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,0.9,0.0,0.0,0.0,,"service resort excellent, seated longer minutes asked like drink surprised, naturally nice trained nice, ola room maid gardener",,,
16885,4,"nice hotel, nice hotel husband stayed hotel summer/06 clean new blankets furnitures good breakfast morning iogurt fruits sort breads good shower towers near train station smn bus station san gimignano/siena.i stay, sueli,  ",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.9,0.0,clean new blankets furnitures,,,near train station smn bus station san gimignano/siena,
6311,4,"business reading reviews hesitant book, experienced traveler hawai'i know expect hotels.i say negative reviews hotel nothing whiney babies expect hyatt service motel 6 rates.i impressed.i familiar aqua product upgraded lot really crappy hotels honolulu, marina use aqua facelift condotel options limi",not_mentioned,positive,neutral,positive,not_mentioned,0.0,0.9,0.7,0.9,0.0,,"check-in/out quick easy, advised use received cable",advised use received cable,"location good hate waikiki business traveler need downtown choices hotel executive center, 7 bus lines 10 minute wait",
15873,4,"great value paris mum stayed beginning trip europe, certainly great place start, paris wonderful city wished stayed longer 3 days.the carofftel gobelins good value paris, lovely clean spacious room high level views street, no traffic noise inside, room contained double single bed roomy. clean presen",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.9,0.0,"lovely clean spacious room high level views street, room contained double single bed roomy. clean presented, bathroom spacious shower bath","manageress christine business like helpful friendly, offered photos waited pick-up moulin rouge effort dress",,location excellent not close main attractions certainly good walking distance tube seine,
7376,4,"good hotel good location good hotel served week exploring area, down-side quality rooms, carpet badly stained shower head come away wall bath plug broken tiling dirty places.for price paid ok,  ",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.9,0.0,"down-side quality rooms, carpet badly stained shower head come away wall bath plug broken tiling dirty places",,,good hotel good location,
19046,4,"great little place just 3 night stay paris great hotel, stayed superior room great size small kitchen area tea/coffee making facilities sink fridge seating area flat screen tv good sized bathroom bath shower big comfy bed large windows corner over-looking streets paris.we paid people nights excellen",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.95,0.0,0.9,0.0,"great hotel, stayed superior room great size small kitchen area tea/coffee making facilities sink fridge seating area flat screen tv good sized bathroom bath shower big comfy bed",friendly reception team helpful maids,,excellent considering location,
7819,4,"happy choice stayed 5 nights mid august reward points, unusual residence inn looking like embassy suites internally 2 bed suite lovely obviously newly renovated really nicely furnished plus great lcd tv, hotel nice location looking lake union not far centre seattle long walk short drive, hotel busy ",positive,neutral,not_mentioned,neutral,not_mentioned,0.9,0.7,0.0,0.8,0.0,obviously newly renovated really nicely furnished,reception usual mon-thurs,,hotel nice location looking lake union not far centre seattle long walk short drive,
524,4,"good lazy read posts probably repeat husband stayed hotel august 22nd birthday, sure far city center gets away nastiness amsterdam, happy center, hotel kept clean, free breakfast nothing write home options european hotels cool latte machine.if looking party not place traveling days sightseeing perfe",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.8,0.0,hotel kept clean,,,"sure far city center gets away nastiness amsterdam, happy center",
10740,4,"excellent value great staff perfect neighborhood traveling solo small room perfect needs cost, room faced street nice windows let breeze, extremely helpful staff good breakfast, away downtown area close meseums quiet neighborhood, planning stay fall,  ",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.95,0.0,0.9,0.0,,"excellent value great staff, extremely helpful staff",,"perfect neighborhood traveling solo, away downtown area close meseums quiet neighborhood",
17769,4,"great time stayed dreams july 5 july 12 2008. party people, emailed jerry times requesting building, did not happen, different building, tried communicate reqistration staff obviously not understand english nor understand spanish, hopeless case just best, rooms fine, facilities great, pool awesome b",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.8,0.9,0.0,0.0,0.0,"rooms fine, grounds exceptional maintained",staff excellent,,,
11407,4,"seasoned backpacker awesome, understand not used backpacker lifestyle hard time places like hostels answer easy n't stay, personally st vincents fantastic great staff good functional rooms great location, backpacked alot world spent night hostels/backpackers, st vincents far best encounted.if plan s",positive,positive,not_mentioned,positive,not_mentioned,0.8,0.95,0.0,0.9,0.0,good functional rooms,fantastic great staff,,great location,
5188,4,"great staff best location time amsterdam got help information, staff sent right restaurants clubs, nothing ask, rooms clean simple, location couldn__t better, staff helpull especialy dicky, come soon,  ",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.95,0.0,0.95,0.0,rooms clean simple,"great staff best location time amsterdam got help information, staff sent right restaurants clubs, nothing ask, staff helpull especialy dicky",,location couldn__t better,
15667,4,"not deluxe great service quite hotels marina area singapore not distinguish, pan pacific falls category nothing amazing comfortable hotel, spacious double room balcony, design interior innovative despite rooms round atrium no noise lobby, rooms quite bland clean functional, plus points pan pac exten",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.9,0.0,0.9,0.0,rooms quite bland clean functional,friendly helpful staff reception concierge,,good location cbd holiday,
10484,4,"fun strange, just fabulous holiday dam, eighth time time hostel.i apprehensive stayed pretty nice hotels reviews quite scary.found hotel no problems able lock bags hold 2pm, not impressed security thankfully ok.there 11 party hard working nursing staff looking party obviously, 8 dorm downstairs smal",positive,negative,not_mentioned,not_mentioned,neutral,0.9,0.8,0.0,0.0,0.7,"rooms clean showers great, new towels day nice","staff need chill bit spending fortune delighted, staff member obviously thought policeman questioning party key shouted face law jeeze",,,"found hotel no problems able lock bags hold 2pm, not impressed security thankfully ok"
718,4,"privacy french quarter feel spent nights dauphine orleans patio king suites jacuzzi, atmosphere hotel french quarter courtyards old architecture, patio suite exposed brick walls exposed wooden rafters brick fireplace/chimney old french doors king size bed jacuzzi walk-in closet small refrigerator ro",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.8,0.0,0.9,0.0,bed linens towels nicer average hotel quality nicer toiletries coffee room,staff nice valet parking,,hotel dauphine street block bourbon convenient walking french quarter quieter partying bourbon,
1832,4,"clean motel free parking columbus motor inn plain clean motel easy free parking lot street level, no valet parking n't needed, ii economical needs car sf, stayed 5 nights, couple nights bit noisy late nearby night club, good place stay experienced travelers n't need lot coddling staff desk people qu",positive,positive,not_mentioned,neutral,not_mentioned,0.9,0.8,0.0,0.7,0.0,plain clean motel,staff desk people quite pleasant,,"easy free parking lot street level, no valet parking n't needed, ii economical needs car sf",
